"","gene_id","n"
"995","ENSG00000138207",2
"996","ENSG00000138326",4
"997","ENSG00000138430",4
"998","ENSG00000138435",3
"999","ENSG00000138443",4
"1000","ENSG00000138495",3
"1001","ENSG00000138698",4
"1002","ENSG00000138757",4
"1003","ENSG00000138760",3
"1004","ENSG00000138814",4
"1005","ENSG00000138834",4
"1006","ENSG00000139112",4
"1007","ENSG00000139116",3
"1008","ENSG00000139182",4
"1009","ENSG00000139200",3
"1010","ENSG00000139220",4
"1011","ENSG00000139433",2
"1012","ENSG00000139505",2
"1013","ENSG00000139644",2
"1014","ENSG00000139737",3
"1015","ENSG00000139793",2
"1016","ENSG00000139970",4
"1017","ENSG00000139973",2
"1018","ENSG00000139998",3
"1019","ENSG00000140105",4
"1020","ENSG00000140264",3
"1021","ENSG00000140280",2
"1022","ENSG00000140319",4
"1023","ENSG00000140391",4
"1024","ENSG00000140403",3
"1025","ENSG00000140416",4
"1026","ENSG00000140538",2
"1027","ENSG00000140600",4
"1028","ENSG00000140740",4
"1029","ENSG00000140905",3
"1030","ENSG00000140941",4
"1031","ENSG00000140945",3
"1032","ENSG00000140988",3
"1033","ENSG00000140990",4
"1034","ENSG00000140992",2
"1035","ENSG00000141002",2
"1036","ENSG00000141232",2
"1037","ENSG00000141367",4
"1038","ENSG00000141404",3
"1039","ENSG00000141480",3
"1040","ENSG00000141503",4
"1041","ENSG00000141504",2
"1042","ENSG00000141522",4
"1043","ENSG00000141540",4
"1044","ENSG00000141542",4
"1045","ENSG00000141552",2
"1046","ENSG00000141576",2
"1047","ENSG00000141741",2
"1048","ENSG00000141759",3
"1049","ENSG00000141959",3
"1050","ENSG00000142089",4
"1051","ENSG00000142168",4
"1052","ENSG00000142192",4
"1053","ENSG00000142235",2
"1054","ENSG00000142408",4
"1055","ENSG00000142494",2
"1056","ENSG00000142507",3
"1057","ENSG00000142534",3
"1058","ENSG00000142541",4
"1059","ENSG00000142669",4
"1060","ENSG00000142676",4
"1061","ENSG00000142686",4
"1062","ENSG00000142875",4
"1063","ENSG00000142937",4
"1064","ENSG00000143013",4
"1065","ENSG00000143126",4
"1066","ENSG00000143153",4
"1067","ENSG00000143158",3
"1068","ENSG00000143198",3
"1069","ENSG00000143420",4
"1070","ENSG00000143502",4
"1071","ENSG00000143543",2
"1072","ENSG00000143549",3
"1073","ENSG00000143761",4
"1074","ENSG00000143774",4
"1075","ENSG00000143847",2
"1076","ENSG00000143878",4
"1077","ENSG00000143933",4
"1078","ENSG00000143947",4
"1079","ENSG00000144040",2
"1080","ENSG00000144119",2
"1081","ENSG00000144283",2
"1082","ENSG00000144290",3
"1083","ENSG00000144339",3
"1084","ENSG00000144369",3
"1085","ENSG00000144381",2
"1086","ENSG00000144567",4
"1087","ENSG00000144711",2
"1088","ENSG00000144713",4
"1089","ENSG00000144746",3
"1090","ENSG00000144749",3
"1091","ENSG00000144834",4
"1092","ENSG00000144959",2
"1093","ENSG00000145087",2
"1094","ENSG00000145198",2
"1095","ENSG00000145242",3
"1096","ENSG00000145247",2
"1097","ENSG00000145284",4
"1098","ENSG00000145335",4
"1099","ENSG00000145349",3
"1100","ENSG00000145362",4
"1101","ENSG00000145425",4
"1102","ENSG00000145494",3
"1103","ENSG00000145495",2
"1104","ENSG00000145592",4
"1105","ENSG00000145632",4
"1106","ENSG00000145675",2
"1107","ENSG00000145708",2
"1108","ENSG00000145730",4
"1109","ENSG00000145741",3
"1110","ENSG00000145824",4
"1111","ENSG00000145864",3
"1112","ENSG00000145912",4
"1113","ENSG00000145920",4
"1114","ENSG00000145934",2
"1115","ENSG00000145990",3
"1116","ENSG00000146122",3
"1117","ENSG00000146469",3
"1118","ENSG00000146701",4
"1119","ENSG00000146938",2
"1120","ENSG00000147123",4
"1121","ENSG00000147162",2
"1122","ENSG00000147224",3
"1123","ENSG00000147403",4
"1124","ENSG00000147416",4
"1125","ENSG00000147533",3
"1126","ENSG00000147588",3
"1127","ENSG00000147604",4
"1128","ENSG00000147642",3
"1129","ENSG00000147669",2
"1130","ENSG00000147676",4
"1131","ENSG00000147684",3
"1132","ENSG00000148053",4
"1133","ENSG00000148180",4
"1134","ENSG00000148303",4
"1135","ENSG00000148334",2
"1136","ENSG00000148341",4
"1137","ENSG00000148468",2
"1138","ENSG00000148660",2
"1139","ENSG00000148671",4
"1140","ENSG00000148672",2
"1141","ENSG00000148700",3
"1142","ENSG00000148798",4
"1143","ENSG00000148826",3
"1144","ENSG00000148943",2
"1145","ENSG00000149091",4
"1146","ENSG00000149269",3
"1147","ENSG00000149273",4
"1148","ENSG00000149294",4
"1149","ENSG00000149313",2
"1150","ENSG00000149557",4
"1151","ENSG00000149575",2
"1152","ENSG00000149582",2
"1153","ENSG00000149806",4
"1154","ENSG00000149809",2
"1155","ENSG00000149925",4
"1156","ENSG00000149927",4
"1157","ENSG00000149970",4
"1158","ENSG00000150394",2
"1159","ENSG00000150459",4
"1160","ENSG00000150625",4
"1161","ENSG00000150656",4
"1162","ENSG00000150672",4
"1163","ENSG00000150753",4
"1164","ENSG00000150867",4
"1165","ENSG00000150991",4
"1166","ENSG00000150995",2
"1167","ENSG00000151150",2
"1168","ENSG00000151229",2
"1169","ENSG00000151366",4
"1170","ENSG00000151502",3
"1171","ENSG00000151552",4
"1172","ENSG00000151729",4
"1173","ENSG00000151778",3
"1174","ENSG00000151914",2
"1175","ENSG00000152082",3
"1176","ENSG00000152092",2
"1177","ENSG00000152102",4
"1178","ENSG00000152137",2
"1179","ENSG00000152154",4
"1180","ENSG00000152234",4
"1181","ENSG00000152332",4
"1182","ENSG00000152377",4
"1183","ENSG00000152413",2
"1184","ENSG00000152495",4
"1185","ENSG00000152503",2
"1186","ENSG00000152556",4
"1187","ENSG00000152583",4
"1188","ENSG00000152661",4
"1189","ENSG00000152767",2
"1190","ENSG00000152784",4
"1191","ENSG00000152795",4
"1192","ENSG00000152932",4
"1193","ENSG00000152969",2
"1194","ENSG00000153130",4
"1195","ENSG00000153187",4
"1196","ENSG00000153234",2
"1197","ENSG00000153561",3
"1198","ENSG00000153707",2
"1199","ENSG00000153815",2
"1200","ENSG00000153820",4
"1201","ENSG00000153904",3
"1202","ENSG00000153956",3
"1203","ENSG00000154027",4
"1204","ENSG00000154096",4
"1205","ENSG00000154118",3
"1206","ENSG00000154146",4
"1207","ENSG00000154229",4
"1208","ENSG00000154277",4
"1209","ENSG00000154518",4
"1210","ENSG00000154582",3
"1211","ENSG00000154640",2
"1212","ENSG00000154654",4
"1213","ENSG00000154723",4
"1214","ENSG00000154917",4
"1215","ENSG00000155093",4
"1216","ENSG00000155096",3
"1217","ENSG00000155097",4
"1218","ENSG00000155265",4
"1219","ENSG00000155368",4
"1220","ENSG00000155506",4
"1221","ENSG00000155511",4
"1222","ENSG00000155849",3
"1223","ENSG00000155876",4
"1224","ENSG00000155886",4
"1225","ENSG00000155970",3
"1226","ENSG00000155980",4
"1227","ENSG00000156011",4
"1228","ENSG00000156052",3
"1229","ENSG00000156076",3
"1230","ENSG00000156261",3
"1231","ENSG00000156298",4
"1232","ENSG00000156299",3
"1233","ENSG00000156411",4
"1234","ENSG00000156467",3
"1235","ENSG00000156482",4
"1236","ENSG00000156508",4
"1237","ENSG00000156515",4
"1238","ENSG00000156642",4
"1239","ENSG00000156735",2
"1240","ENSG00000156976",4
"1241","ENSG00000157005",4
"1242","ENSG00000157064",4
"1243","ENSG00000157087",4
"1244","ENSG00000157103",4
"1245","ENSG00000157152",4
"1246","ENSG00000157404",4
"1247","ENSG00000157782",4
"1248","ENSG00000157827",3
"1249","ENSG00000158050",2
"1250","ENSG00000158106",2
"1251","ENSG00000158109",4
"1252","ENSG00000158258",4
"1253","ENSG00000158301",2
"1254","ENSG00000158560",4
"1255","ENSG00000158747",4
"1256","ENSG00000158828",4
"1257","ENSG00000158856",4
"1258","ENSG00000158864",4
"1259","ENSG00000158985",2
"1260","ENSG00000159082",4
"1261","ENSG00000159164",4
"1262","ENSG00000159176",4
"1263","ENSG00000159199",4
"1264","ENSG00000159228",4
"1265","ENSG00000159335",4
"1266","ENSG00000159363",4
"1267","ENSG00000159377",3
"1268","ENSG00000159388",2
"1269","ENSG00000159409",3
"1270","ENSG00000159685",4
"1271","ENSG00000159692",2
"1272","ENSG00000159713",4
"1273","ENSG00000159720",4
"1274","ENSG00000159753",4
"1275","ENSG00000159842",4
"1276","ENSG00000160007",4
"1277","ENSG00000160014",4
"1278","ENSG00000160075",2
"1279","ENSG00000160131",2
"1280","ENSG00000160145",3
"1281","ENSG00000160213",2
"1282","ENSG00000160307",4
"1283","ENSG00000160408",3
"1284","ENSG00000160445",3
"1285","ENSG00000160460",2
"1286","ENSG00000160678",3
"1287","ENSG00000160714",2
"1288","ENSG00000160781",4
"1289","ENSG00000160932",4
"1290","ENSG00000161016",4
"1291","ENSG00000161082",2
"1292","ENSG00000161091",3
"1293","ENSG00000161203",4
"1294","ENSG00000161281",4
"1295","ENSG00000161960",4
"1296","ENSG00000161970",4
"1297","ENSG00000162065",2
"1298","ENSG00000162188",4
"1299","ENSG00000162244",4
"1300","ENSG00000162374",2
"1301","ENSG00000162378",3
"1302","ENSG00000162407",3
"1303","ENSG00000162517",2
"1304","ENSG00000162545",4
"1305","ENSG00000162616",2
"1306","ENSG00000162704",2
"1307","ENSG00000162706",4
"1308","ENSG00000162729",3
"1309","ENSG00000162734",4
"1310","ENSG00000162772",2
"1311","ENSG00000162783",2
"1312","ENSG00000162910",2
"1313","ENSG00000162951",2
"1314","ENSG00000162975",2
"1315","ENSG00000162989",2
"1316","ENSG00000163032",4
"1317","ENSG00000163041",4
"1318","ENSG00000163399",4
"1319","ENSG00000163453",2
"1320","ENSG00000163466",4
"1321","ENSG00000163531",2
"1322","ENSG00000163536",4
"1323","ENSG00000163539",2
"1324","ENSG00000163618",4
"1325","ENSG00000163630",4
"1326","ENSG00000163634",2
"1327","ENSG00000163637",2
"1328","ENSG00000163682",4
"1329","ENSG00000163888",2
"1330","ENSG00000163930",3
"1331","ENSG00000163947",2
"1332","ENSG00000163956",3
"1333","ENSG00000164032",4
"1334","ENSG00000164050",3
"1335","ENSG00000164061",4
"1336","ENSG00000164076",4
"1337","ENSG00000164091",2
"1338","ENSG00000164106",4
"1339","ENSG00000164124",4
"1340","ENSG00000164176",4
"1341","ENSG00000164187",3
"1342","ENSG00000164209",2
"1343","ENSG00000164236",2
"1344","ENSG00000164326",4
"1345","ENSG00000164402",4
"1346","ENSG00000164405",4
"1347","ENSG00000164434",4
"1348","ENSG00000164587",4
"1349","ENSG00000164600",4
"1350","ENSG00000164638",3
"1351","ENSG00000164687",4
"1352","ENSG00000164694",2
"1353","ENSG00000164733",4
"1354","ENSG00000164742",3
"1355","ENSG00000164830",3
"1356","ENSG00000164885",4
"1357","ENSG00000164919",4
"1358","ENSG00000164924",4
"1359","ENSG00000164929",3
"1360","ENSG00000165023",4
"1361","ENSG00000165119",3
"1362","ENSG00000165152",4
"1363","ENSG00000165169",4
"1364","ENSG00000165238",2
"1365","ENSG00000165264",4
"1366","ENSG00000165280",2
"1367","ENSG00000165300",2
"1368","ENSG00000165410",3
"1369","ENSG00000165434",4
"1370","ENSG00000165443",3
"1371","ENSG00000165478",4
"1372","ENSG00000165502",3
"1373","ENSG00000165566",3
"1374","ENSG00000165629",4
"1375","ENSG00000165637",4
"1376","ENSG00000165672",2
"1377","ENSG00000165678",4
"1378","ENSG00000165704",4
"1379","ENSG00000165752",3
"1380","ENSG00000165795",4
"1381","ENSG00000165802",4
"1382","ENSG00000165810",2
"1383","ENSG00000165868",4
"1384","ENSG00000165943",4
"1385","ENSG00000165973",2
"1386","ENSG00000166006",3
"1387","ENSG00000166033",3
"1388","ENSG00000166086",3
"1389","ENSG00000166091",3
"1390","ENSG00000166111",4
"1391","ENSG00000166136",3
"1392","ENSG00000166165",4
"1393","ENSG00000166173",4
"1394","ENSG00000166206",4
"1395","ENSG00000166257",4
"1396","ENSG00000166313",4
"1397","ENSG00000166402",2
"1398","ENSG00000166411",4
"1399","ENSG00000166441",2
"1400","ENSG00000166448",4
"1401","ENSG00000166501",4
"1402","ENSG00000166562",2
"1403","ENSG00000166579",2
"1404","ENSG00000166595",2
"1405","ENSG00000166619",4
"1406","ENSG00000166681",4
"1407","ENSG00000166710",4
"1408","ENSG00000166770",4
"1409","ENSG00000166780",4
"1410","ENSG00000166823",2
"1411","ENSG00000166848",4
"1412","ENSG00000166863",2
"1413","ENSG00000166913",4
"1414","ENSG00000166922",4
"1415","ENSG00000166925",4
"1416","ENSG00000166963",4
"1417","ENSG00000166974",4
"1418","ENSG00000167113",2
"1419","ENSG00000167123",4
"1420","ENSG00000167191",4
"1421","ENSG00000167281",3
"1422","ENSG00000167283",4
"1423","ENSG00000167371",3
"1424","ENSG00000167468",4
"1425","ENSG00000167526",4
"1426","ENSG00000167535",2
"1427","ENSG00000167552",4
"1428","ENSG00000167614",3
"1429","ENSG00000167641",4
"1430","ENSG00000167642",4
"1431","ENSG00000167654",2
"1432","ENSG00000167671",3
"1433","ENSG00000167680",4
"1434","ENSG00000167702",3
"1435","ENSG00000167755",3
"1436","ENSG00000167770",4
"1437","ENSG00000167778",4
"1438","ENSG00000167792",2
"1439","ENSG00000167815",4
"1440","ENSG00000167863",4
"1441","ENSG00000167964",4
"1442","ENSG00000167972",4
"1443","ENSG00000167986",2
"1444","ENSG00000167996",4
"1445","ENSG00000168000",4
"1446","ENSG00000168028",4
"1447","ENSG00000168036",2
"1448","ENSG00000168135",2
"1449","ENSG00000168159",4
"1450","ENSG00000168275",2
"1451","ENSG00000168280",4
"1452","ENSG00000168309",4
"1453","ENSG00000168314",4
"1454","ENSG00000168374",2
"1455","ENSG00000168385",3
"1456","ENSG00000168481",2
"1457","ENSG00000168490",4
"1458","ENSG00000168539",2
"1459","ENSG00000168653",4
"1460","ENSG00000168710",4
"1461","ENSG00000168734",4
"1462","ENSG00000168785",2
"1463","ENSG00000168824",4
"1464","ENSG00000168906",4
"1465","ENSG00000168913",3
"1466","ENSG00000168952",3
"1467","ENSG00000168959",2
"1468","ENSG00000168993",4
"1469","ENSG00000169018",2
"1470","ENSG00000169020",4
"1471","ENSG00000169021",4
"1472","ENSG00000169032",4
"1473","ENSG00000169085",4
"1474","ENSG00000169100",3
"1475","ENSG00000169116",2
"1476","ENSG00000169139",3
"1477","ENSG00000169169",3
"1478","ENSG00000169220",4
"1479","ENSG00000169258",2
"1480","ENSG00000169282",4
"1481","ENSG00000169398",2
"1482","ENSG00000169499",3
"1483","ENSG00000169504",2
"1484","ENSG00000169567",4
"1485","ENSG00000169710",3
"1486","ENSG00000169714",3
"1487","ENSG00000169715",4
"1488","ENSG00000169738",3
"1489","ENSG00000169744",3
"1490","ENSG00000169764",3
"1491","ENSG00000169783",4
"1492","ENSG00000169851",2
"1493","ENSG00000169976",2
"1494","ENSG00000170004",2
"1495","ENSG00000170017",2
"1496","ENSG00000170027",4
"1497","ENSG00000170035",4
"1498","ENSG00000170043",2
"1499","ENSG00000170075",2
"1500","ENSG00000170091",4
"1501","ENSG00000170144",2
"1502","ENSG00000170296",4
"1503","ENSG00000170315",4
"1504","ENSG00000170345",2
"1505","ENSG00000170348",3
"1506","ENSG00000170382",2
"1507","ENSG00000170390",2
"1508","ENSG00000170500",4
"1509","ENSG00000170525",2
"1510","ENSG00000170540",4
"1511","ENSG00000170579",4
"1512","ENSG00000170634",2
"1513","ENSG00000170775",3
"1514","ENSG00000170889",4
"1515","ENSG00000170906",4
"1516","ENSG00000170915",3
"1517","ENSG00000170921",2
"1518","ENSG00000171033",4
"1519","ENSG00000171130",4
"1520","ENSG00000171132",4
"1521","ENSG00000171159",4
"1522","ENSG00000171223",2
"1523","ENSG00000171224",2
"1524","ENSG00000171246",4
"1525","ENSG00000171314",4
"1526","ENSG00000171368",4
"1527","ENSG00000171385",2
"1528","ENSG00000171450",3
"1529","ENSG00000171476",4
"1530","ENSG00000171530",2
"1531","ENSG00000171532",4
"1532","ENSG00000171603",4
"1533","ENSG00000171604",2
"1534","ENSG00000171617",4
"1535","ENSG00000171680",2
"1536","ENSG00000171766",4
"1537","ENSG00000171858",4
"1538","ENSG00000171863",4
"1539","ENSG00000171867",4
"1540","ENSG00000171885",4
"1541","ENSG00000171951",4
"1542","ENSG00000171992",2
"1543","ENSG00000172005",4
"1544","ENSG00000172020",4
"1545","ENSG00000172115",4
"1546","ENSG00000172137",3
"1547","ENSG00000172201",3
"1548","ENSG00000172247",4
"1549","ENSG00000172260",4
"1550","ENSG00000172270",4
"1551","ENSG00000172301",3
"1552","ENSG00000172348",3
"1553","ENSG00000172354",4
"1554","ENSG00000172375",2
"1555","ENSG00000172379",4
"1556","ENSG00000172428",4
"1557","ENSG00000172508",4
"1558","ENSG00000172531",3
"1559","ENSG00000172575",2
"1560","ENSG00000172590",2
"1561","ENSG00000172757",4
"1562","ENSG00000172809",4
"1563","ENSG00000172915",3
"1564","ENSG00000172995",2
"1565","ENSG00000173020",2
"1566","ENSG00000173110",2
"1567","ENSG00000173113",2
"1568","ENSG00000173141",2
"1569","ENSG00000173221",4
"1570","ENSG00000173258",4
"1571","ENSG00000173267",4
"1572","ENSG00000173272",4
"1573","ENSG00000173436",2
"1574","ENSG00000173542",3
"1575","ENSG00000173660",4
"1576","ENSG00000173692",2
"1577","ENSG00000173726",4
"1578","ENSG00000173786",4
"1579","ENSG00000173812",4
"1580","ENSG00000173898",3
"1581","ENSG00000173915",4
"1582","ENSG00000174437",4
"1583","ENSG00000174444",4
"1584","ENSG00000174456",3
"1585","ENSG00000174460",4
"1586","ENSG00000174469",3
"1587","ENSG00000174514",4
"1588","ENSG00000174521",4
"1589","ENSG00000174576",2
"1590","ENSG00000174607",3
"1591","ENSG00000174684",4
"1592","ENSG00000174695",2
"1593","ENSG00000174748",4
"1594","ENSG00000174791",2
"1595","ENSG00000174871",4
"1596","ENSG00000174886",3
"1597","ENSG00000174917",2
"1598","ENSG00000174938",4
"1599","ENSG00000174939",2
"1600","ENSG00000174943",2
"1601","ENSG00000174996",4
"1602","ENSG00000175061",3
"1603","ENSG00000175130",4
"1604","ENSG00000175161",4
"1605","ENSG00000175166",3
"1606","ENSG00000175175",4
"1607","ENSG00000175182",4
"1608","ENSG00000175203",2
"1609","ENSG00000175264",4
"1610","ENSG00000175265",2
"1611","ENSG00000175334",2
"1612","ENSG00000175352",4
"1613","ENSG00000175416",4
"1614","ENSG00000175471",2
"1615","ENSG00000175550",2
"1616","ENSG00000175582",4
"1617","ENSG00000175602",4
"1618","ENSG00000175606",3
"1619","ENSG00000175701",2
"1620","ENSG00000175756",2
"1621","ENSG00000175768",2
"1622","ENSG00000175866",4
"1623","ENSG00000175874",4
"1624","ENSG00000175906",2
"1625","ENSG00000176101",2
"1626","ENSG00000176165",2
"1627","ENSG00000176171",4
"1628","ENSG00000176340",4
"1629","ENSG00000176485",4
"1630","ENSG00000176490",2
"1631","ENSG00000176697",2
"1632","ENSG00000176749",4
"1633","ENSG00000176788",4
"1634","ENSG00000176840",3
"1635","ENSG00000176871",4
"1636","ENSG00000176884",4
"1637","ENSG00000176903",2
"1638","ENSG00000176956",4
"1639","ENSG00000177156",2
"1640","ENSG00000177169",2
"1641","ENSG00000177301",2
"1642","ENSG00000177380",3
"1643","ENSG00000177432",4
"1644","ENSG00000177511",4
"1645","ENSG00000177542",4
"1646","ENSG00000177556",3
"1647","ENSG00000177576",2
"1648","ENSG00000177600",3
"1649","ENSG00000177606",3
"1650","ENSG00000177614",4
"1651","ENSG00000177700",4
"1652","ENSG00000177807",3
"1653","ENSG00000177879",4
"1654","ENSG00000177885",4
"1655","ENSG00000177889",4
"1656","ENSG00000177954",4
"1657","ENSG00000178057",2
"1658","ENSG00000178104",3
"1659","ENSG00000178127",3
"1660","ENSG00000178209",2
"1661","ENSG00000178233",4
"1662","ENSG00000178381",2
"1663","ENSG00000178449",3
"1664","ENSG00000178467",4
"1665","ENSG00000178498",2
"1666","ENSG00000178531",4
"1667","ENSG00000178695",2
"1668","ENSG00000178719",4
"1669","ENSG00000178741",4
"1670","ENSG00000178947",3
"1671","ENSG00000178974",3
"1672","ENSG00000178980",4
"1673","ENSG00000178982",2
"1674","ENSG00000179010",4
"1675","ENSG00000179091",3
"1676","ENSG00000179094",2
"1677","ENSG00000179222",4
"1678","ENSG00000179292",4
"1679","ENSG00000179364",3
"1680","ENSG00000179388",3
"1681","ENSG00000179403",2
"1682","ENSG00000179456",4
"1683","ENSG00000179604",2
"1684","ENSG00000179841",2
"1685","ENSG00000179915",4
"1686","ENSG00000180155",4
"1687","ENSG00000180354",4
"1688","ENSG00000180440",2
"1689","ENSG00000180817",3
"1690","ENSG00000180828",4
"1691","ENSG00000180834",2
"1692","ENSG00000180879",3
"1693","ENSG00000181029",4
"1694","ENSG00000181061",3
"1695","ENSG00000181163",2
"1696","ENSG00000181218",2
"1697","ENSG00000181409",4
"1698","ENSG00000181418",3
"1699","ENSG00000181449",2
"1700","ENSG00000181467",3
"1701","ENSG00000181790",2
"1702","ENSG00000182013",4
"1703","ENSG00000182117",2
"1704","ENSG00000182154",2
"1705","ENSG00000182195",4
"1706","ENSG00000182220",4
"1707","ENSG00000182247",4
"1708","ENSG00000182400",2
"1709","ENSG00000182534",4
"1710","ENSG00000182600",4
"1711","ENSG00000182621",4
"1712","ENSG00000182636",4
"1713","ENSG00000182670",4
"1714","ENSG00000182768",4
"1715","ENSG00000182774",3
"1716","ENSG00000182809",4
"1717","ENSG00000182870",3
"1718","ENSG00000182899",4
"1719","ENSG00000182901",2
"1720","ENSG00000182916",2
"1721","ENSG00000183011",3
"1722","ENSG00000183020",4
"1723","ENSG00000183023",4
"1724","ENSG00000183036",4
"1725","ENSG00000183049",4
"1726","ENSG00000183172",2
"1727","ENSG00000183255",2
"1728","ENSG00000183283",3
"1729","ENSG00000183454",4
"1730","ENSG00000183578",2
"1731","ENSG00000183648",4
"1732","ENSG00000183662",2
"1733","ENSG00000183715",4
"1734","ENSG00000183741",3
"1735","ENSG00000183775",3
"1736","ENSG00000183978",3
"1737","ENSG00000184007",4
"1738","ENSG00000184009",4
"1739","ENSG00000184014",2
"1740","ENSG00000184076",4
"1741","ENSG00000184144",4
"1742","ENSG00000184156",2
"1743","ENSG00000184205",3
"1744","ENSG00000184207",4
"1745","ENSG00000184221",4
"1746","ENSG00000184277",4
"1747","ENSG00000184368",3
"1748","ENSG00000184515",4
"1749","ENSG00000184524",4
"1750","ENSG00000184602",4
"1751","ENSG00000184613",4
"1752","ENSG00000184702",3
"1753","ENSG00000184752",3
"1754","ENSG00000184897",3
"1755","ENSG00000184900",4
"1756","ENSG00000184905",4
"1757","ENSG00000184922",2
"1758","ENSG00000184983",2
"1759","ENSG00000185046",4
"1760","ENSG00000185052",4
"1761","ENSG00000185088",2
"1762","ENSG00000185274",4
"1763","ENSG00000185352",4
"1764","ENSG00000185432",3
"1765","ENSG00000185518",4
"1766","ENSG00000185565",4
"1767","ENSG00000185650",2
"1768","ENSG00000185658",4
"1769","ENSG00000185742",4
"1770","ENSG00000185760",3
"1771","ENSG00000185774",2
"1772","ENSG00000185787",4
"1773","ENSG00000185818",4
"1774","ENSG00000185825",4
"1775","ENSG00000185883",4
"1776","ENSG00000185896",3
"1777","ENSG00000186010",3
"1778","ENSG00000186111",3
"1779","ENSG00000186260",4
"1780","ENSG00000186297",4
"1781","ENSG00000186310",4
"1782","ENSG00000186318",2
"1783","ENSG00000186395",2
"1784","ENSG00000186462",4
"1785","ENSG00000186468",4
"1786","ENSG00000186469",4
"1787","ENSG00000186472",3
"1788","ENSG00000186480",2
"1789","ENSG00000186487",4
"1790","ENSG00000186577",2
"1791","ENSG00000186642",4
"1792","ENSG00000186716",2
"1793","ENSG00000186732",4
"1794","ENSG00000186868",4
"1795","ENSG00000187051",3
"1796","ENSG00000187094",4
"1797","ENSG00000187122",4
"1798","ENSG00000187164",4
"1799","ENSG00000187189",3
"1800","ENSG00000187193",3
"1801","ENSG00000187446",3
"1802","ENSG00000187479",2
"1803","ENSG00000187514",4
"1804","ENSG00000187601",2
"1805","ENSG00000187672",2
"1806","ENSG00000187730",3
"1807","ENSG00000187764",3
"1808","ENSG00000187957",2
"1809","ENSG00000188011",2
"1810","ENSG00000188186",3
"1811","ENSG00000188191",4
"1812","ENSG00000188229",4
"1813","ENSG00000188243",3
"1814","ENSG00000188536",4
"1815","ENSG00000188612",4
"1816","ENSG00000188674",3
"1817","ENSG00000188690",4
"1818","ENSG00000188706",2
"1819","ENSG00000188760",2
"1820","ENSG00000188803",4
"1821","ENSG00000188846",3
"1822","ENSG00000189043",4
"1823","ENSG00000189056",3
"1824","ENSG00000189058",4
"1825","ENSG00000189129",2
"1826","ENSG00000189159",4
"1827","ENSG00000189171",3
"1828","ENSG00000189241",4
"1829","ENSG00000189367",2
"1830","ENSG00000189403",2
"1831","ENSG00000196104",4
"1832","ENSG00000196136",2
"1833","ENSG00000196230",4
"1834","ENSG00000196262",4
"1835","ENSG00000196353",4
"1836","ENSG00000196361",3
"1837","ENSG00000196465",3
"1838","ENSG00000196531",3
"1839","ENSG00000196562",3
"1840","ENSG00000196628",2
"1841","ENSG00000196683",3
"1842","ENSG00000196730",2
"1843","ENSG00000196776",2
"1844","ENSG00000196872",3
"1845","ENSG00000196876",4
"1846","ENSG00000196937",4
"1847","ENSG00000196950",3
"1848","ENSG00000196961",4
"1849","ENSG00000196976",3
"1850","ENSG00000197043",4
"1851","ENSG00000197045",4
"1852","ENSG00000197102",3
"1853","ENSG00000197106",3
"1854","ENSG00000197283",2
"1855","ENSG00000197381",2
"1856","ENSG00000197430",4
"1857","ENSG00000197444",3
"1858","ENSG00000197457",4
"1859","ENSG00000197535",4
"1860","ENSG00000197555",3
"1861","ENSG00000197586",4
"1862","ENSG00000197601",2
"1863","ENSG00000197694",4
"1864","ENSG00000197728",4
"1865","ENSG00000197746",4
"1866","ENSG00000197747",4
"1867","ENSG00000197756",4
"1868","ENSG00000197872",3
"1869","ENSG00000197943",2
"1870","ENSG00000197956",3
"1871","ENSG00000197958",4
"1872","ENSG00000197959",3
"1873","ENSG00000197971",4
"1874","ENSG00000197982",3
"1875","ENSG00000198034",4
"1876","ENSG00000198053",4
"1877","ENSG00000198121",4
"1878","ENSG00000198168",2
"1879","ENSG00000198216",3
"1880","ENSG00000198242",4
"1881","ENSG00000198258",4
"1882","ENSG00000198300",4
"1883","ENSG00000198408",4
"1884","ENSG00000198417",4
"1885","ENSG00000198420",2
"1886","ENSG00000198478",2
"1887","ENSG00000198513",4
"1888","ENSG00000198576",2
"1889","ENSG00000198598",2
"1890","ENSG00000198612",3
"1891","ENSG00000198626",2
"1892","ENSG00000198668",4
"1893","ENSG00000198673",3
"1894","ENSG00000198689",4
"1895","ENSG00000198695",4
"1896","ENSG00000198712",4
"1897","ENSG00000198727",4
"1898","ENSG00000198755",3
"1899","ENSG00000198763",4
"1900","ENSG00000198786",4
"1901","ENSG00000198794",4
"1902","ENSG00000198804",4
"1903","ENSG00000198822",2
"1904","ENSG00000198825",4
"1905","ENSG00000198830",4
"1906","ENSG00000198832",4
"1907","ENSG00000198836",2
"1908","ENSG00000198840",4
"1909","ENSG00000198843",2
"1910","ENSG00000198886",4
"1911","ENSG00000198888",4
"1912","ENSG00000198898",4
"1913","ENSG00000198899",4
"1914","ENSG00000198910",2
"1915","ENSG00000198911",3
"1916","ENSG00000198918",4
"1917","ENSG00000198932",4
"1918","ENSG00000198934",2
"1919","ENSG00000198938",4
"1920","ENSG00000198944",2
"1921","ENSG00000198961",4
"1922","ENSG00000203485",3
"1923","ENSG00000203618",3
"1924","ENSG00000203685",2
"1925","ENSG00000203879",4
"1926","ENSG00000203930",4
"1927","ENSG00000204065",2
