"gene_id","n"
"ENSG00000151729",4
"ENSG00000151778",3
"ENSG00000151914",2
"ENSG00000152082",3
"ENSG00000152092",2
"ENSG00000152102",4
"ENSG00000152137",2
"ENSG00000152154",4
"ENSG00000152234",4
"ENSG00000152332",4
"ENSG00000152377",4
"ENSG00000152413",2
"ENSG00000152495",4
"ENSG00000152503",2
"ENSG00000152556",4
"ENSG00000152583",4
"ENSG00000152661",4
"ENSG00000152767",2
"ENSG00000152784",4
"ENSG00000152795",4
"ENSG00000152932",4
"ENSG00000152969",2
"ENSG00000153130",4
"ENSG00000153187",4
"ENSG00000153234",2
"ENSG00000153561",3
"ENSG00000153707",2
"ENSG00000153815",2
"ENSG00000153820",4
"ENSG00000153904",3
"ENSG00000153956",3
"ENSG00000154027",4
"ENSG00000154096",4
"ENSG00000154118",3
"ENSG00000154146",4
"ENSG00000154229",4
"ENSG00000154277",4
"ENSG00000154518",4
"ENSG00000154582",3
"ENSG00000154640",2
"ENSG00000154654",4
"ENSG00000154723",4
"ENSG00000154917",4
"ENSG00000155093",4
"ENSG00000155096",3
"ENSG00000155097",4
"ENSG00000155265",4
"ENSG00000155368",4
"ENSG00000155506",4
"ENSG00000155511",4
"ENSG00000155849",3
"ENSG00000155876",4
"ENSG00000155886",4
"ENSG00000155970",3
"ENSG00000155980",4
"ENSG00000156011",4
"ENSG00000156052",3
"ENSG00000156076",3
"ENSG00000156261",3
"ENSG00000156298",4
"ENSG00000156299",3
"ENSG00000156411",4
"ENSG00000156467",3
"ENSG00000156482",4
"ENSG00000156508",4
"ENSG00000156515",4
"ENSG00000156642",4
"ENSG00000156735",2
"ENSG00000156976",4
"ENSG00000157005",4
"ENSG00000157064",4
"ENSG00000157087",4
"ENSG00000157103",4
"ENSG00000157152",4
"ENSG00000157404",4
"ENSG00000157782",4
"ENSG00000157827",3
"ENSG00000158050",2
"ENSG00000158106",2
"ENSG00000158109",4
"ENSG00000158258",4
"ENSG00000158301",2
"ENSG00000158560",4
"ENSG00000158747",4
"ENSG00000158828",4
"ENSG00000158856",4
"ENSG00000158864",4
"ENSG00000158985",2
"ENSG00000159082",4
"ENSG00000159164",4
"ENSG00000159176",4
"ENSG00000159199",4
"ENSG00000159228",4
"ENSG00000159335",4
"ENSG00000159363",4
"ENSG00000159377",3
"ENSG00000159409",3
"ENSG00000159685",4
"ENSG00000159692",2
"ENSG00000159713",4
"ENSG00000159720",4
"ENSG00000159753",4
"ENSG00000159842",4
"ENSG00000160007",4
"ENSG00000160014",4
"ENSG00000160075",2
"ENSG00000160131",2
"ENSG00000160145",3
"ENSG00000160213",2
"ENSG00000160307",4
"ENSG00000160408",3
"ENSG00000160445",3
"ENSG00000160460",2
"ENSG00000160678",3
"ENSG00000160714",2
"ENSG00000160781",4
"ENSG00000160932",4
"ENSG00000161016",4
"ENSG00000161082",2
"ENSG00000161091",3
"ENSG00000161203",4
"ENSG00000161281",4
"ENSG00000161960",4
"ENSG00000161970",4
"ENSG00000162065",2
"ENSG00000162188",4
"ENSG00000162244",4
"ENSG00000162374",2
"ENSG00000162378",3
"ENSG00000162407",3
"ENSG00000162517",2
"ENSG00000162545",4
"ENSG00000162616",2
"ENSG00000162704",2
"ENSG00000162706",4
"ENSG00000162729",3
"ENSG00000162734",4
"ENSG00000162772",2
"ENSG00000162783",2
"ENSG00000162910",2
"ENSG00000162951",2
"ENSG00000162975",2
"ENSG00000162989",2
"ENSG00000163032",4
"ENSG00000163041",4
"ENSG00000163399",4
"ENSG00000163453",2
"ENSG00000163466",4
"ENSG00000163531",2
"ENSG00000163536",4
"ENSG00000163539",2
"ENSG00000163618",4
"ENSG00000163630",4
"ENSG00000163634",2
"ENSG00000163637",2
"ENSG00000163682",4
"ENSG00000163888",2
"ENSG00000163930",3
"ENSG00000163947",2
"ENSG00000163956",3
"ENSG00000164032",4
"ENSG00000164050",3
"ENSG00000164061",4
"ENSG00000164076",4
"ENSG00000164091",2
"ENSG00000164106",4
"ENSG00000164124",4
"ENSG00000164176",4
"ENSG00000164187",3
"ENSG00000164209",2
"ENSG00000164236",2
"ENSG00000164326",4
"ENSG00000164402",4
"ENSG00000164405",4
"ENSG00000164434",4
"ENSG00000164587",4
"ENSG00000164600",4
"ENSG00000164638",3
"ENSG00000164687",4
"ENSG00000164694",2
"ENSG00000164733",4
"ENSG00000164742",3
"ENSG00000164830",3
"ENSG00000164885",4
"ENSG00000164919",4
"ENSG00000164924",4
"ENSG00000164929",3
"ENSG00000165023",4
"ENSG00000165119",3
"ENSG00000165152",4
"ENSG00000165169",4
"ENSG00000165238",2
"ENSG00000165264",4
"ENSG00000165280",2
"ENSG00000165300",2
"ENSG00000165410",3
"ENSG00000165434",4
"ENSG00000165443",3
"ENSG00000165478",4
"ENSG00000165502",3
"ENSG00000165566",3
"ENSG00000165629",4
"ENSG00000165637",4
"ENSG00000165672",2
"ENSG00000165678",4
"ENSG00000165704",4
"ENSG00000165752",3
"ENSG00000165795",4
"ENSG00000165802",4
"ENSG00000165810",2
"ENSG00000165868",4
"ENSG00000165943",4
"ENSG00000165973",2
"ENSG00000166006",3
"ENSG00000166033",3
"ENSG00000166086",3
"ENSG00000166091",3
"ENSG00000166111",4
"ENSG00000166136",3
"ENSG00000166165",4
"ENSG00000166173",4
"ENSG00000166206",4
"ENSG00000166257",4
"ENSG00000166313",4
"ENSG00000166402",2
"ENSG00000166411",4
"ENSG00000166441",2
"ENSG00000166448",4
"ENSG00000166501",4
"ENSG00000166562",2
"ENSG00000166579",2
"ENSG00000166595",2
"ENSG00000166619",4
"ENSG00000166681",4
"ENSG00000166710",4
"ENSG00000166770",4
"ENSG00000166780",4
"ENSG00000166823",2
"ENSG00000166848",4
"ENSG00000166863",2
"ENSG00000166913",4
"ENSG00000166922",4
"ENSG00000166925",4
"ENSG00000166963",4
"ENSG00000166974",4
"ENSG00000167113",2
"ENSG00000167123",4
"ENSG00000167191",4
"ENSG00000167281",3
"ENSG00000167283",4
"ENSG00000167371",3
"ENSG00000167468",4
"ENSG00000167526",4
"ENSG00000167535",2
"ENSG00000167552",4
"ENSG00000167614",3
"ENSG00000167641",4
"ENSG00000167642",4
"ENSG00000167654",2
"ENSG00000167671",3
"ENSG00000167680",4
"ENSG00000167702",3
"ENSG00000167755",3
"ENSG00000167770",4
"ENSG00000167778",4
"ENSG00000167792",2
"ENSG00000167815",4
"ENSG00000167863",4
"ENSG00000167964",4
"ENSG00000167972",4
"ENSG00000167986",2
"ENSG00000167996",4
"ENSG00000168000",4
"ENSG00000168028",4
"ENSG00000168036",2
"ENSG00000168135",2
"ENSG00000168159",4
"ENSG00000168275",2
"ENSG00000168280",4
"ENSG00000168309",4
"ENSG00000168314",4
"ENSG00000168374",2
"ENSG00000168385",3
"ENSG00000168481",2
"ENSG00000168490",4
"ENSG00000168539",2
"ENSG00000168653",4
"ENSG00000168710",4
"ENSG00000168734",4
"ENSG00000168785",2
"ENSG00000168824",4
"ENSG00000168906",4
"ENSG00000168913",3
"ENSG00000168952",3
"ENSG00000168959",2
"ENSG00000168993",4
"ENSG00000169018",2
"ENSG00000169020",4
"ENSG00000169021",4
"ENSG00000169032",4
"ENSG00000169085",4
"ENSG00000169100",3
"ENSG00000169116",2
"ENSG00000169139",3
"ENSG00000169169",3
"ENSG00000169220",4
"ENSG00000169258",2
"ENSG00000169282",4
"ENSG00000169398",2
"ENSG00000169499",3
"ENSG00000169504",2
"ENSG00000169567",4
"ENSG00000169710",3
"ENSG00000169714",3
"ENSG00000169715",4
"ENSG00000169738",3
"ENSG00000169744",3
"ENSG00000169764",3
"ENSG00000169783",4
"ENSG00000169851",2
"ENSG00000169976",2
"ENSG00000170004",2
"ENSG00000170017",2
"ENSG00000170027",4
"ENSG00000170035",4
"ENSG00000170043",2
"ENSG00000170075",2
"ENSG00000170091",4
"ENSG00000170144",2
"ENSG00000170296",4
"ENSG00000170315",4
"ENSG00000170348",3
"ENSG00000170382",2
"ENSG00000170390",2
"ENSG00000170500",4
"ENSG00000170525",2
"ENSG00000170540",4
"ENSG00000170579",4
"ENSG00000170634",2
"ENSG00000170775",3
"ENSG00000170889",4
"ENSG00000170906",4
"ENSG00000170915",3
"ENSG00000170921",2
"ENSG00000171033",4
"ENSG00000171130",4
"ENSG00000171132",4
"ENSG00000171159",4
"ENSG00000171224",2
"ENSG00000171246",4
"ENSG00000171314",4
"ENSG00000171368",4
"ENSG00000171385",2
"ENSG00000171450",3
"ENSG00000171476",4
"ENSG00000171530",2
"ENSG00000171532",4
"ENSG00000171603",4
"ENSG00000171604",2
"ENSG00000171617",4
"ENSG00000171680",2
"ENSG00000171766",4
"ENSG00000171858",4
"ENSG00000171863",4
"ENSG00000171867",4
"ENSG00000171885",4
"ENSG00000171951",4
"ENSG00000171992",2
"ENSG00000172005",4
"ENSG00000172020",4
"ENSG00000172115",4
"ENSG00000172137",3
"ENSG00000172201",3
"ENSG00000172247",4
"ENSG00000172260",4
"ENSG00000172270",4
"ENSG00000172301",3
"ENSG00000172348",3
"ENSG00000172354",4
"ENSG00000172375",2
"ENSG00000172379",4
"ENSG00000172428",4
"ENSG00000172508",4
"ENSG00000172531",3
"ENSG00000172575",2
"ENSG00000172590",2
"ENSG00000172757",4
"ENSG00000172809",4
"ENSG00000172915",3
"ENSG00000172995",2
"ENSG00000173020",2
"ENSG00000173110",2
"ENSG00000173113",2
"ENSG00000173141",2
"ENSG00000173221",4
"ENSG00000173258",4
"ENSG00000173267",4
"ENSG00000173272",4
"ENSG00000173436",2
"ENSG00000173542",3
"ENSG00000173660",4
"ENSG00000173692",2
"ENSG00000173726",4
"ENSG00000173786",4
"ENSG00000173812",4
"ENSG00000173898",3
"ENSG00000173915",4
"ENSG00000174437",4
"ENSG00000174444",4
"ENSG00000174456",3
"ENSG00000174460",4
"ENSG00000174469",3
"ENSG00000174514",4
"ENSG00000174521",4
"ENSG00000174607",3
"ENSG00000174684",4
"ENSG00000174695",2
"ENSG00000174748",4
"ENSG00000174791",2
"ENSG00000174871",4
"ENSG00000174886",3
"ENSG00000174917",2
"ENSG00000174938",4
"ENSG00000174939",2
"ENSG00000174943",2
"ENSG00000174996",4
"ENSG00000175061",3
"ENSG00000175130",4
"ENSG00000175161",4
"ENSG00000175166",3
"ENSG00000175175",4
"ENSG00000175182",4
"ENSG00000175203",2
"ENSG00000175264",4
"ENSG00000175265",2
"ENSG00000175334",2
"ENSG00000175352",4
"ENSG00000175416",4
"ENSG00000175471",2
"ENSG00000175550",2
"ENSG00000175582",4
"ENSG00000175602",4
"ENSG00000175606",3
"ENSG00000175701",2
"ENSG00000175756",2
"ENSG00000175768",2
"ENSG00000175866",4
"ENSG00000175874",4
"ENSG00000175906",2
"ENSG00000176101",2
"ENSG00000176165",2
"ENSG00000176171",4
"ENSG00000176340",4
"ENSG00000176485",4
"ENSG00000176490",2
"ENSG00000176697",2
"ENSG00000176749",4
"ENSG00000176788",4
"ENSG00000176840",3
"ENSG00000176871",4
"ENSG00000176884",4
"ENSG00000176903",2
"ENSG00000176956",4
"ENSG00000177156",2
"ENSG00000177169",2
"ENSG00000177301",2
"ENSG00000177380",3
"ENSG00000177432",4
"ENSG00000177511",4
"ENSG00000177542",4
"ENSG00000177556",3
"ENSG00000177576",2
"ENSG00000177600",3
"ENSG00000177614",4
"ENSG00000177700",4
"ENSG00000177807",3
"ENSG00000177879",4
"ENSG00000177885",4
"ENSG00000177889",4
"ENSG00000177954",4
"ENSG00000178057",2
"ENSG00000178104",3
"ENSG00000178127",3
"ENSG00000178209",2
"ENSG00000178233",4
"ENSG00000178381",2
"ENSG00000178449",3
"ENSG00000178467",4
"ENSG00000178498",2
"ENSG00000178531",4
"ENSG00000178695",2
"ENSG00000178719",4
"ENSG00000178741",4
"ENSG00000178947",3
"ENSG00000178974",3
"ENSG00000178980",4
"ENSG00000178982",2
"ENSG00000179010",4
"ENSG00000179091",3
"ENSG00000179094",2
"ENSG00000179222",4
"ENSG00000179292",4
"ENSG00000179364",3
"ENSG00000179388",3
"ENSG00000179403",2
"ENSG00000179456",4
"ENSG00000179604",2
"ENSG00000179841",2
"ENSG00000179915",4
"ENSG00000180155",4
"ENSG00000180354",4
"ENSG00000180440",2
"ENSG00000180817",3
"ENSG00000180828",4
"ENSG00000180834",2
"ENSG00000180879",3
"ENSG00000181029",4
"ENSG00000181061",3
"ENSG00000181163",2
"ENSG00000181218",2
"ENSG00000181409",4
"ENSG00000181418",3
"ENSG00000181449",2
"ENSG00000181467",3
"ENSG00000181790",2
"ENSG00000182013",4
"ENSG00000182117",2
"ENSG00000182154",2
"ENSG00000182195",4
"ENSG00000182220",4
"ENSG00000182247",4
"ENSG00000182400",2
"ENSG00000182534",4
"ENSG00000182600",4
"ENSG00000182621",4
"ENSG00000182636",4
"ENSG00000182670",4
"ENSG00000182768",4
"ENSG00000182774",3
"ENSG00000182809",4
"ENSG00000182870",3
"ENSG00000182899",4
"ENSG00000182901",2
"ENSG00000182916",2
"ENSG00000183011",3
"ENSG00000183020",4
"ENSG00000183023",4
"ENSG00000183036",4
"ENSG00000183049",4
"ENSG00000183172",2
"ENSG00000183255",2
"ENSG00000183283",3
"ENSG00000183454",4
"ENSG00000183578",2
"ENSG00000183648",4
"ENSG00000183662",2
"ENSG00000183715",4
"ENSG00000183741",3
"ENSG00000183775",3
"ENSG00000183978",3
"ENSG00000184007",4
"ENSG00000184009",4
"ENSG00000184014",2
"ENSG00000184076",4
"ENSG00000184144",4
"ENSG00000184156",2
"ENSG00000184205",3
"ENSG00000184207",4
"ENSG00000184221",4
"ENSG00000184277",4
"ENSG00000184368",3
"ENSG00000184515",4
"ENSG00000184524",4
"ENSG00000184602",4
"ENSG00000184613",4
"ENSG00000184702",3
"ENSG00000184752",3
"ENSG00000184897",3
"ENSG00000184900",4
"ENSG00000184905",4
"ENSG00000184922",2
"ENSG00000184983",2
"ENSG00000185046",4
"ENSG00000185052",4
"ENSG00000185088",2
"ENSG00000185274",4
"ENSG00000185352",4
"ENSG00000185432",3
"ENSG00000185518",4
"ENSG00000185565",4
"ENSG00000185650",2
"ENSG00000185658",4
"ENSG00000185742",4
"ENSG00000185760",3
"ENSG00000185774",2
"ENSG00000185787",4
"ENSG00000185818",4
"ENSG00000185825",4
"ENSG00000185883",4
"ENSG00000185896",3
"ENSG00000186010",3
"ENSG00000186111",3
"ENSG00000186260",4
"ENSG00000186297",4
"ENSG00000186310",4
"ENSG00000186318",2
"ENSG00000186395",2
"ENSG00000186462",4
"ENSG00000186468",4
"ENSG00000186469",4
"ENSG00000186472",3
"ENSG00000186480",2
"ENSG00000186487",4
"ENSG00000186577",2
"ENSG00000186642",4
"ENSG00000186716",2
"ENSG00000186732",4
"ENSG00000186868",4
"ENSG00000187051",3
"ENSG00000187094",4
"ENSG00000187122",4
"ENSG00000187164",4
"ENSG00000187189",3
"ENSG00000187193",3
"ENSG00000187446",3
"ENSG00000187479",2
"ENSG00000187514",4
"ENSG00000187601",2
"ENSG00000187672",2
"ENSG00000187730",3
"ENSG00000187764",3
"ENSG00000187957",2
"ENSG00000188011",2
"ENSG00000188186",3
"ENSG00000188191",4
"ENSG00000188229",4
"ENSG00000188243",3
"ENSG00000188536",4
"ENSG00000188612",4
"ENSG00000188674",3
"ENSG00000188690",4
"ENSG00000188706",2
"ENSG00000188760",2
"ENSG00000188803",4
"ENSG00000188846",3
"ENSG00000189043",4
"ENSG00000189056",3
"ENSG00000189058",4
"ENSG00000189129",2
"ENSG00000189159",4
"ENSG00000189171",3
"ENSG00000189241",4
"ENSG00000189367",2
"ENSG00000189403",2
"ENSG00000196104",4
"ENSG00000196136",2
"ENSG00000196230",4
"ENSG00000196262",4
"ENSG00000196353",4
"ENSG00000196361",3
"ENSG00000196465",3
"ENSG00000196531",3
"ENSG00000196562",3
"ENSG00000196628",2
"ENSG00000196683",3
"ENSG00000196730",2
"ENSG00000196776",2
"ENSG00000196872",3
"ENSG00000196876",4
"ENSG00000196937",4
"ENSG00000196950",3
"ENSG00000196961",4
"ENSG00000196976",3
"ENSG00000197043",4
"ENSG00000197045",4
"ENSG00000197102",3
"ENSG00000197106",3
"ENSG00000197283",2
"ENSG00000197381",2
"ENSG00000197430",4
"ENSG00000197444",3
"ENSG00000197457",4
"ENSG00000197535",4
"ENSG00000197555",3
"ENSG00000197586",4
"ENSG00000197601",2
"ENSG00000197694",4
"ENSG00000197728",4
"ENSG00000197746",4
"ENSG00000197747",4
"ENSG00000197756",4
"ENSG00000197872",3
"ENSG00000197943",2
"ENSG00000197956",3
"ENSG00000197958",4
"ENSG00000197959",3
"ENSG00000197971",4
"ENSG00000197982",3
"ENSG00000198034",4
"ENSG00000198053",4
"ENSG00000198121",4
"ENSG00000198168",2
"ENSG00000198216",3
"ENSG00000198242",4
"ENSG00000198258",4
"ENSG00000198300",4
"ENSG00000198408",4
"ENSG00000198417",4
"ENSG00000198420",2
"ENSG00000198478",2
"ENSG00000198513",4
"ENSG00000198576",2
"ENSG00000198598",2
"ENSG00000198612",3
"ENSG00000198626",2
"ENSG00000198668",4
"ENSG00000198673",3
"ENSG00000198689",4
"ENSG00000198695",4
"ENSG00000198712",4
"ENSG00000198727",4
"ENSG00000198755",3
"ENSG00000198763",4
"ENSG00000198786",4
"ENSG00000198794",4
"ENSG00000198804",4
"ENSG00000198822",2
"ENSG00000198825",4
"ENSG00000198830",4
"ENSG00000198832",4
"ENSG00000198836",2
"ENSG00000198840",4
"ENSG00000198843",2
"ENSG00000198886",4
"ENSG00000198888",4
"ENSG00000198898",4
"ENSG00000198899",4
"ENSG00000198910",2
"ENSG00000198911",3
"ENSG00000198918",4
"ENSG00000198932",4
"ENSG00000198934",2
"ENSG00000198938",4
"ENSG00000198944",2
"ENSG00000198961",4
"ENSG00000203485",3
"ENSG00000203618",3
"ENSG00000203685",2
"ENSG00000203879",4
"ENSG00000203930",4
"ENSG00000204065",2
"ENSG00000204217",3
"ENSG00000204262",2
"ENSG00000204287",3
"ENSG00000204314",4
"ENSG00000204389",3
"ENSG00000204435",2
"ENSG00000204580",3
"ENSG00000204592",2
"ENSG00000204628",3
"ENSG00000204655",3
"ENSG00000204681",4
"ENSG00000204843",4
"ENSG00000204851",4
"ENSG00000204899",2
"ENSG00000205336",2
"ENSG00000205364",4
"ENSG00000205542",4
"ENSG00000205704",2
"ENSG00000205937",4
"ENSG00000206052",2
"ENSG00000206172",3
"ENSG00000206503",2
"ENSG00000207955",3
"ENSG00000211450",4
"ENSG00000211584",4
"ENSG00000212907",4
"ENSG00000213190",4
"ENSG00000213465",4
"ENSG00000213585",4
"ENSG00000213619",3
"ENSG00000213639",4
"ENSG00000213741",4
"ENSG00000213760",4
"ENSG00000213983",2
"ENSG00000214253",4
"ENSG00000214279",2
"ENSG00000214517",2
"ENSG00000214548",4
"ENSG00000214736",2
"ENSG00000215218",4
"ENSG00000215252",2
"ENSG00000215788",2
"ENSG00000215845",3
"ENSG00000219200",4
"ENSG00000219438",3
"ENSG00000220205",4
"ENSG00000221823",3
"ENSG00000221866",2
"ENSG00000221869",3
"ENSG00000221890",4
"ENSG00000221946",4
"ENSG00000221983",3
"ENSG00000224032",2
"ENSG00000224078",4
"ENSG00000224531",2
"ENSG00000224877",2
"ENSG00000225465",2
"ENSG00000225783",2
"ENSG00000227051",2
"ENSG00000227544",2
"ENSG00000228253",4
"ENSG00000228474",3
"ENSG00000229117",4
"ENSG00000229833",3
"ENSG00000230989",2
"ENSG00000231500",4
"ENSG00000232112",4
"ENSG00000232119",4
"ENSG00000232388",2
"ENSG00000232859",3
"ENSG00000233016",2
"ENSG00000233927",4
"ENSG00000234745",2
"ENSG00000236154",2
"ENSG00000237289",2
"ENSG00000237949",4
"ENSG00000239672",4
"ENSG00000239911",3
"ENSG00000240583",4
"ENSG00000240694",4
"ENSG00000240771",3
"ENSG00000240972",4
"ENSG00000241343",4
"ENSG00000241360",4
"ENSG00000241468",4
"ENSG00000241553",4
"ENSG00000241563",4
"ENSG00000241685",4
"ENSG00000241697",2
"ENSG00000241837",3
"ENSG00000241973",4
"ENSG00000242173",4
"ENSG00000242265",4
"ENSG00000242485",2
"ENSG00000242808",4
"ENSG00000243147",4
"ENSG00000243449",4
"ENSG00000243678",4
"ENSG00000243927",2
"ENSG00000244187",3
"ENSG00000244274",4
"ENSG00000244687",2
"ENSG00000244734",4
"ENSG00000245532",3
"ENSG00000245910",4
"ENSG00000248487",4
"ENSG00000249915",3
"ENSG00000249992",4
"ENSG00000250067",4
"ENSG00000250479",4
"ENSG00000250510",4
"ENSG00000250722",4
"ENSG00000251562",4
"ENSG00000253230",3
"ENSG00000254999",4
"ENSG00000255302",3
"ENSG00000255823",4
"ENSG00000256045",3
"ENSG00000257704",2
"ENSG00000258947",4
"ENSG00000259417",2
"ENSG00000260032",4
"ENSG00000260230",4
"ENSG00000260807",2
"ENSG00000262655",2
"ENSG00000263001",3
"ENSG00000264364",4
"ENSG00000265681",4
"ENSG00000265972",2
"ENSG00000266402",4
"ENSG00000266472",3
"ENSG00000266964",3
"ENSG00000267673",3
"ENSG00000267855",2
"ENSG00000268089",3
"ENSG00000269028",4
"ENSG00000269893",2
"ENSG00000272398",4
"ENSG00000272636",2
"ENSG00000272888",4
"ENSG00000273079",2
"ENSG00000273238",2
"ENSG00000276293",2
"ENSG00000276462",2
"ENSG00000277443",2
"ENSG00000277586",4
"ENSG00000277791",4
"ENSG00000280165",2
"ENSG00000282885",3
"ENSG00000283103",3
"ENSG00000286214",4
"ENSG00000286961",3
