"","gene_id","gene_name","overall_rank","average_rank","n_withinTop1000"
"ENSMUSG00000025151","ENSMUSG00000025151","Maged1",883.5,908.5,2
"ENSMUSG00000033998","ENSMUSG00000033998","Kcnk1",885,909,2
"ENSMUSG00000026587","ENSMUSG00000026587","Astn1",886,910,2
"ENSMUSG00000004936","ENSMUSG00000004936","Map2k1",887.5,911,2
"ENSMUSG00000022415","ENSMUSG00000022415","Syngr1",887.5,911,2
"ENSMUSG00000009894","ENSMUSG00000009894","Snap47",889,913,2
"ENSMUSG00000056947","ENSMUSG00000056947","Mab21l1",890,917.5,2
"ENSMUSG00000022974","ENSMUSG00000022974","Paxbp1",891,918,2
"ENSMUSG00000027220","ENSMUSG00000027220","Syt13",892,918.5,2
"ENSMUSG00000027438","ENSMUSG00000027438","Napb",893.5,920.5,2
"ENSMUSG00000028005","ENSMUSG00000028005","Gucy1b1",893.5,920.5,2
"ENSMUSG00000038738","ENSMUSG00000038738","Shank1",895,925.5,2
"ENSMUSG00000028039","ENSMUSG00000028039","Efna3",896.5,926.5,2
"ENSMUSG00000051111","ENSMUSG00000051111","Sv2c",896.5,926.5,2
"ENSMUSG00000027577","ENSMUSG00000027577","Chrna4",898,929,2
"ENSMUSG00000034825","ENSMUSG00000034825","Nrip3",899.5,931,2
"ENSMUSG00000047428","ENSMUSG00000047428","Dlk2",899.5,931,2
"ENSMUSG00000036357","ENSMUSG00000036357","Gpr101",901,932,2
"ENSMUSG00000044734","ENSMUSG00000044734","Serpinb1a",902,934.5,2
"ENSMUSG00000058153","ENSMUSG00000058153","Sez6l",903,939.5,2
"ENSMUSG00000092274","ENSMUSG00000092274","Neat1",904.5,940.5,2
"ENSMUSG00000024758","ENSMUSG00000024758","Rtn3",904.5,940.5,2
"ENSMUSG00000032966","ENSMUSG00000032966","Fkbp1a",906.5,941,2
"ENSMUSG00000054428","ENSMUSG00000054428","Atpif1",906.5,941,2
"ENSMUSG00000003378","ENSMUSG00000003378","Grik5",908,944,2
"ENSMUSG00000025190","ENSMUSG00000025190","Got1",909,949,2
"ENSMUSG00000020000","ENSMUSG00000020000","Moxd1",910,967.5,2
"ENSMUSG00000056596","ENSMUSG00000056596","Trnp1",911,970.5,2
"ENSMUSG00000023800","ENSMUSG00000023800","Tiam2",912,978.5,2
"ENSMUSG00000026202","ENSMUSG00000026202","Tuba4a",913,980,2
"ENSMUSG00000015501","ENSMUSG00000015501","Hivep2",914,983,2
