"gene_id","gene_name","overall_rank","average_rank","n_withinTop1000"
"ENSMUSG00000005686","Ampd3",798,826.666666666667,2
"ENSMUSG00000030697","Ppp4c",799,827,2
"ENSMUSG00000038179","Slamf7",800,828,3
"ENSMUSG00000026234","Ncl",801,828.666666666667,2
"ENSMUSG00000052949","Rnf157",802,829.333333333333,2
"ENSMUSG00000079553","Kifc1",803,829.666666666667,3
"ENSMUSG00000042292","Mrtfa",804,834.333333333333,3
"ENSMUSG00000027678","Ncoa3",805,836,3
"ENSMUSG00000039989","Cbx4",806,837,3
"ENSMUSG00000053175","Bcl3",807,837.666666666667,3
"ENSMUSG00000070808","Bicra",808.5,839,3
"ENSMUSG00000076900","Traj29",808.5,839,2
"ENSMUSG00000022961","Son",810,841.333333333333,2
"ENSMUSG00000096351","Samd11",811,842,2
"ENSMUSG00000029373","Pf4",812,843.333333333333,2
"ENSMUSG00000050357","Carmil2",813,847.333333333333,3
"ENSMUSG00000072772","Grcc10",814,851.333333333333,3
"ENSMUSG00000032380","Dapk2",815,852.666666666667,3
"ENSMUSG00000054309","Cpsf3",816,854.333333333333,3
"ENSMUSG00000049807","Arhgap23",817,854.666666666667,3
"ENSMUSG00000028692","Akr1a1",818,856,3
"ENSMUSG00000044037","Als2cl",819,857.666666666667,2
"ENSMUSG00000076921","Traj7",820,858.333333333333,2
"ENSMUSG00000020917","Acly",821,859.666666666667,3
"ENSMUSG00000048163","Selplg",822,860.333333333333,2
"ENSMUSG00000050002","Idnk",823,863,3
"ENSMUSG00000064109","Hcst",824,863.666666666667,2
"ENSMUSG00000026657","Frmd4a",826,864.333333333333,3
"ENSMUSG00000029752","Asns",826,864.333333333333,2
"ENSMUSG00000005312","Ubqln1",826,864.333333333333,2
"ENSMUSG00000029186","Pi4k2b",828,866.666666666667,2
"ENSMUSG00000050271","Prag1",829,868,2
"ENSMUSG00000029254","Stap1",831,871,2
"ENSMUSG00000024334","H2-Oa",832,872,3
"ENSMUSG00000071369","Map3k5",833,874,3
"ENSMUSG00000018169","Mfng",834,880,2
"ENSMUSG00000053411","Cbx7",835,881.333333333333,3
"ENSMUSG00000076895","Traj34",836,884,2
"ENSMUSG00000027630","Tbl1xr1",837,884.333333333333,2
"ENSMUSG00000000804","Usp32",838,886.666666666667,3
"ENSMUSG00000060791","Gmfg",839,887,3
"ENSMUSG00000027433","Xrn2",840,889.333333333333,3
"ENSMUSG00000058715","Fcer1g",841,890.666666666667,2
"ENSMUSG00000040225","Prrc2c",842,891.333333333333,2
"ENSMUSG00000041481","Serpina3g",843,892,2
"ENSMUSG00000026117","Zap70",844,893,2
"ENSMUSG00000018322","Tomm34",845,893.333333333333,2
"ENSMUSG00000039452","Snx22",847,894.666666666667,2
"ENSMUSG00000032350","Gclc",847,894.666666666667,2
"ENSMUSG00000021494","Ddx41",847,894.666666666667,3
"ENSMUSG00000039691","Tspan10",849,895.333333333333,3
"ENSMUSG00000024335","Brd2",850,896,2
"ENSMUSG00000023277","Twf2",851,896.333333333333,2
"ENSMUSG00000071662","Polr2g",852,897,2
"ENSMUSG00000001467","Cyp51",853,898,2
"ENSMUSG00000048031","Fcrl5",854,898.666666666667,3
"ENSMUSG00000029372","Ppbp",855,900.666666666667,3
"ENSMUSG00000015597","Zfp318",856,901,2
"ENSMUSG00000023169","Slc38a1",857,901.666666666667,2
"ENSMUSG00000072082","Ccnf",858,902.333333333333,2
"ENSMUSG00000022253","Nadk2",859,905,2
"ENSMUSG00000007880","Arid1a",860,906,2
"ENSMUSG00000053565","Eif3k",861,908,2
"ENSMUSG00000051079","Rgs13",862,908.333333333333,2
"ENSMUSG00000032115","Hyou1",863,909.333333333333,2
"ENSMUSG00000041164","Zmiz2",864,910.333333333333,2
"ENSMUSG00000074151","Nlrc5",865.5,911.333333333333,3
"ENSMUSG00000037926","Ssh2",865.5,911.333333333333,3
"ENSMUSG00000025742","Prps2",867,912.333333333333,3
"ENSMUSG00000038312","Edem2",868.5,915.666666666667,2
"ENSMUSG00000025203","Scd2",868.5,915.666666666667,2
"ENSMUSG00000023367","Tmem176a",870,916.333333333333,2
"ENSMUSG00000098557","Kctd12",871,916.666666666667,2
"ENSMUSG00000014956","Ppp1cb",872.5,917.333333333333,2
"ENSMUSG00000003814","Calr",872.5,917.333333333333,2
"ENSMUSG00000049866","Arl4c",874,917.666666666667,2
"ENSMUSG00000030057","Cnbp",875,918,2
"ENSMUSG00000066456","Hmgn3",876.5,919,3
"ENSMUSG00000033307","Mif",876.5,919,2
"ENSMUSG00000018209","Stk4",878,919.333333333333,3
"ENSMUSG00000030738","Eif3c",879,919.666666666667,2
"ENSMUSG00000004359","Spic",880,920.666666666667,3
"ENSMUSG00000004207","Psap",881,922.666666666667,3
"ENSMUSG00000056851","Pcbp2",882,924,2
"ENSMUSG00000022111","Uchl3",883,925.666666666667,3
"ENSMUSG00000028212","Ccne2",884,926,2
"ENSMUSG00000074884","Serf2",885,927.666666666667,2
"ENSMUSG00000028343","Erp44",886,928,2
"ENSMUSG00000039853","Trim14",887,928.333333333333,2
"ENSMUSG00000034006","Pqlc1",888,928.666666666667,2
"ENSMUSG00000038267","Slc22a23",889,931,3
"ENSMUSG00000036006","Ripor2",890,931.333333333333,3
"ENSMUSG00000053977","Cd8a",891,934.333333333333,2
"ENSMUSG00000026989","Dapl1",892,935,2
"ENSMUSG00000026553","Copa",893,936.666666666667,2
"ENSMUSG00000032437","Stt3b",894,937,2
"ENSMUSG00000020125","Elane",895,937.333333333333,2
"ENSMUSG00000068039","Tcp1",896,941,2
"ENSMUSG00000022175","Lrp10",897,941.333333333333,2
"ENSMUSG00000026305","Lrrfip1",898,941.666666666667,2
"ENSMUSG00000032661","Oas3",899,946,2
"ENSMUSG00000056413","Adap1",900,946.666666666667,3
"ENSMUSG00000045216","Hs6st1",901.5,947.666666666667,2
"ENSMUSG00000052144","Ppp4r2",901.5,947.666666666667,2
"ENSMUSG00000000673","Haao",903,948.666666666667,2
"ENSMUSG00000025743","Sdc3",904,949.666666666667,2
"ENSMUSG00000036398","Ppp1r11",905,950.666666666667,2
"ENSMUSG00000027937","Jtb",906,953,2
"ENSMUSG00000018339","Gpx3",907,953.666666666667,2
"ENSMUSG00000008475","Arpc5",908,954,2
"ENSMUSG00000018899","Irf1",909,954.666666666667,2
"ENSMUSG00000020719","Ddx5",910,956.333333333333,2
"ENSMUSG00000035000","Dpp4",911,957.666666666667,2
"ENSMUSG00000048442","Smim5",912,958,2
"ENSMUSG00000029385","Ccng2",913.5,959,2
"ENSMUSG00000073542","Cep76",913.5,959,2
"ENSMUSG00000032440","Tgfbr2",915,962,3
"ENSMUSG00000018340","Anxa6",916.5,963.666666666667,2
"ENSMUSG00000024063","Lbh",916.5,963.666666666667,2
"ENSMUSG00000051457","Spn",918,965.333333333333,2
"ENSMUSG00000021880","Rnase6",919,966,2
"ENSMUSG00000076917","Traj12",920,967,2
"ENSMUSG00000037544","Dlgap5",921,967.333333333333,2
"ENSMUSG00000022014","Epsti1",922,973.333333333333,2
"ENSMUSG00000023032","Slc4a8",923,974,2
"ENSMUSG00000021298","Gpr132",924,975,2
"ENSMUSG00000024975","Pdcd4",925,976,2
"ENSMUSG00000019726","Lyst",926,978,2
"ENSMUSG00000046295","Ankle1",927,979.666666666667,2
"ENSMUSG00000031446","Cul4a",928,981.666666666667,2
"ENSMUSG00000029925","Tbxas1",929.5,985,2
"ENSMUSG00000029810","Tmem176b",929.5,985,2
"ENSMUSG00000052212","Cd177",931,986.666666666667,2
"ENSMUSG00000076493","Trbj2-2",932,989.666666666667,2
"ENSMUSG00000015355","Cd48",933,992.666666666667,2
"ENSMUSG00000029438","Bcl7a",934,993,2
"ENSMUSG00000009092","Derl3",935,994,2
"ENSMUSG00000014195","Dnajc7",936,994.333333333333,2
"ENSMUSG00000012443","Kif11",937,994.666666666667,2
"ENSMUSG00000058709","Egln2",938,995.333333333333,2
"ENSMUSG00000022043","Trim35",939,996,2
"ENSMUSG00000042541","Sem1",940,996.666666666667,2
"ENSMUSG00000020941","Map3k14",941,997,2
"ENSMUSG00000032515","Csrnp1",942,999,2
"ENSMUSG00000026626","Ppp2r5a",943,1002,2
"ENSMUSG00000030695","Aldoa",944,1005,2
"ENSMUSG00000031805","Jak3",945,1005.33333333333,2
"ENSMUSG00000018474","Chd3",946,1006.33333333333,2
"ENSMUSG00000049287","Iba57",947,1007,2
"ENSMUSG00000040204","Pclaf",948,1010,2
"ENSMUSG00000049086","Bmyc",949,1012.66666666667,2
"ENSMUSG00000052253","Zfp622",950,1013.66666666667,2
"ENSMUSG00000046722","Cdc42se1",951,1025.66666666667,2
"ENSMUSG00000033318","Gstt2",952,1033.33333333333,2
"ENSMUSG00000036371","Serbp1",953,1033.66666666667,2
"ENSMUSG00000033016","Nfatc1",954,1035.33333333333,2
"ENSMUSG00000013707","Tnfaip8l2",955.5,1038,2
"ENSMUSG00000029101","Rgs12",955.5,1038,2
"ENSMUSG00000046562","Unc119b",957.5,1038.33333333333,2
"ENSMUSG00000022336","Eif3e",957.5,1038.33333333333,2
"ENSMUSG00000029267","Mtf2",959,1042,2
"ENSMUSG00000032187","Smarca4",960,1048,2
"ENSMUSG00000024640","Psat1",961,1051,2
"ENSMUSG00000026341","Actr3",963,1053.66666666667,2
"ENSMUSG00000063200","Nol7",964,1064,2
"ENSMUSG00000029328","Hnrnpdl",965,1071,2
"ENSMUSG00000076463","Trbv3",966,1078,2
"ENSMUSG00000022021","Diaph3",967,1078.33333333333,2
"ENSMUSG00000061232","H2-K1",968,1084.33333333333,2
"ENSMUSG00000002033","Cd3g",969,1085.66666666667,2
"ENSMUSG00000001729","Akt1",970,1087,2
"ENSMUSG00000031342","Gpm6b",971,1088.33333333333,2
"ENSMUSG00000016526","Dyrk3",972,1096.33333333333,2
"ENSMUSG00000049109","Themis",973,1111,2
"ENSMUSG00000039936","Pik3cd",974,1111.66666666667,2
"ENSMUSG00000076437","Selenoh",975,1121.66666666667,2
"ENSMUSG00000060550","H2-Q7",976,1141.66666666667,2
"ENSMUSG00000025573","6030468B19Rik",977,1149.33333333333,2
"ENSMUSG00000078578","Ube2d3",978,1175.33333333333,2
"ENSMUSG00000048756","Foxo3",979,1199,2
"ENSMUSG00000028163","Nfkb1",980,1207.66666666667,2
"ENSMUSG00000076870","Trdj1",981,1267.33333333333,2
"ENSMUSG00000020994","Pnn",982,1360.66666666667,2
"ENSMUSG00000042436","Mfap4",983,1486.33333333333,2
"ENSMUSG00000029616","Erp29",984,2117,2
